ID;Majority_protein_ID;annotation;No_of_proteins;Mol_weight;Sequence_lengths;Reference_F1;Reference_F2;Reference_F3;Reference_F4;Reference_F5;Reference_F6;Reference_F7;Reference_F8;Reference_F9;Reference_F10;Reference_F11;Reference_F12;Reference_F13;Reference_F1415;Reference_F1617;Reference_F18;Repl1_F1;Repl1_F2;Repl1_F3;Repl1_F4;Repl1_F5;Repl1_F6;Repl1_F7;Repl1_F8;Repl1_F9;Repl1_F10;Repl1_F11;Repl1_F12;Repl1_F13;Repl1_F1415;Repl1_F1617;Repl1_F18;Repl2_F1;Repl2_F2;Repl2_F3;Repl2_F4;Repl2_F5;Repl2_F6;Repl2_F7;Repl2_F8;Repl2_F9;Repl2_F10;Repl2_F11;Repl2_F12;Repl2_F13;Repl2_F1415;Repl2_F1617;Repl2_F18;Repl3_F1;Repl3_F2;Repl3_F3;Repl3_F4;Repl3_F5;Repl3_F6;Repl3_F7;Repl3_F8;Repl3_F9;Repl3_F10;Repl3_F11;Repl3_F12;Repl3_F13;Repl3_F1415;Repl3_F1617;Repl3_F18
sll0596;sll0596;hypothetical protein;1;26.325;244;0;0;0;0;0;130740000;1981400000;1674500000;600350000;175780000;26934000;34927000;23811000;1196800;830230;4957200;0;0;1824900;0;0;117750000;1694800000;786990000;173090000;55410000;7357800;4946600;1775900;0;0;1156400;0;0;0;0;0;104020000;1475600000;1928900000;339920000;103570000;35509000;1916000;340350;414940;0;0;0;0;0;0;0;26064000;1430000000;2207100000;540100000;230500000;84670000;9635500;7033700;0;0;363690
sll0597;sll0597;hypothetical protein;1;40.803;375;0;0;0;0;0;13456000;0;0;2366200;0;0;0;0;0;0;0;0;0;0;0;0;20470000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4670800;43269000;0;0;0;0;0;0;0;0;0;0;0;0;0;5124900;11597000;43197000;13880000;0;0;0;1607100;0;0;0;0;0
sll0601;sll0601;nitrilase homolog;1;30.191;272;0;18168000;131180000;1660400000;2054900000;397240000;91340000;32663000;24920000;12924000;820350;2488100;118410;0;0;0;0;0;105360000;1658500000;1022200000;310390000;39538000;40907000;16770000;10142000;0;1328100;0;0;0;0;0;10157000;248390000;1881800000;1561400000;687600000;348780000;36190000;12983000;7054500;4570400;386170;0;0;425250;463350;0;10152000;733590000;2681200000;3126900000;1153500000;83356000;13940000;7020500;16592000;10970000;630210;606540;0;0;0
sll0602;sll0602;hypothetical protein;1;77.763;691;6319700;70124000;43490000;867740000;1994400000;476440000;78270000;106500000;68056000;53407000;9494300;27389000;22350000;16202000;2324800;56597000;0;4589400;38408000;1019300000;1220100000;358120000;99046000;63262000;27875000;15363000;3042000;4432300;2396100;438440;454870;5876900;4610200;864250;18356000;1477800000;2892400000;838950000;348120000;36426000;10874000;9434700;6620300;1855900;712110;611360;0;2498700;990940;0;82393000;1864500000;4475600000;1924500000;193210000;76269000;3950200;14343000;19428000;0;0;664510;837500;3204100
sll0603;sll0603;menaquinone biosynthesis protein MenD;1;66.133;595;0;0;0;25298000;31987000;27679000;24109000;70208000;48965000;4170200;0;0;0;0;0;0;0;501770;0;14926000;10029000;19055000;10338000;13053000;12111000;587750;0;0;0;0;0;0;0;505200;0;12412000;35399000;10546000;5595600;10260000;30634000;6171500;487840;0;0;0;0;0;0;0;0;0;11084000;17824000;0;0;23083000;21464000;2547800;0;0;0;0;3030600
sll0606;sll0606;hypothetical protein;1;50.68;476;474070;0;59512000;714990000;831870000;117750000;8947700;12983000;6517100;4236700;776600;1040500;1425100;0;697050;8053700;0;319600;357590000;1292300000;326420000;74804000;10109000;4590700;7211100;2602300;0;366700;0;94699;0;0;0;0;3218900;1008000000;631200000;143980000;47996000;9411100;1069700;793360;526580;0;0;0;0;1100500;0;0;8221400;1741200000;1324300000;357580000;13746000;1703100;1374400;1527200;789330;0;0;0;0;391140
sll0611;sll0611;hypothetical protein;1;16.853;148;0;16307000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2003800;2225500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4245800;7102300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1464000;21243000;0;0;0;0;0;0;0;0;0;0;0;0;0
sll0614;sll0614;unknown protein;1;14.916;132;601730;30555000;29825000;42383000;25320000;0;0;0;0;0;0;0;0;0;0;0;0;3090900;53659000;82341000;14999000;0;0;0;0;0;0;0;0;0;0;0;0;3622200;67216000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll0615;sll0615;hypothetical protein;1;22.38;206;0;0;3463900;63628000;115580000;40724000;18656000;14278000;7383100;3971000;1282900;1948400;2096100;1758500;611830;10064000;0;0;0;56624000;53150000;29812000;16376000;3745200;1392600;1938900;0;0;0;0;0;1392300;0;0;0;38703000;113570000;67514000;29425000;17449000;6619700;2109700;2674600;0;803910;422190;0;0;0;0;0;50113000;127240000;104530000;30383000;17395000;5997600;8728000;5399000;1855000;611670;760860;488240;1834000
sll0616;sll0616;preprotein translocase SecA subunit;1;107.01;932;2230400;136170000;89464000;1127600000;5221800000;3629300000;1065200000;680900000;256530000;155760000;21996000;37261000;28146000;16415000;2196100;43926000;0;20438000;89301000;1414400000;2917800000;2962900000;1026100000;284120000;89202000;42308000;2911300;8119300;1263100;402580;0;7436500;0;26790000;45981000;1069500000;5768600000;4824600000;2048700000;492540000;44368000;32314000;14969000;297470;657800;70319;356040;2841400;0;15393000;261690000;1275100000;7877500000;9078100000;2406700000;703000000;134120000;123460000;53347000;1640500;1078000;1021500;853790;4467300
sll0617;sll0617;plasma membrane protein essential for thylakoid formation;1;28.905;267;366800000;6843900000;1498200000;1749400000;1876200000;1126400000;1426000000;3195100000;3222000000;4734400000;3262700000;5483500000;9594700000;11101000000;1045400000;10913000000;18101000;724500000;1124100000;1832600000;983880000;863820000;1444800000;1217300000;1229700000;1542800000;1315300000;1426000000;1028900000;795970000;100650000;1191700000;129250000;1691400000;2177900000;1902700000;1106600000;1045000000;1081900000;1444800000;929660000;1191400000;1590900000;1084100000;938120000;1235400000;772210000;1921800000;188510000;712160000;4547400000;2671100000;2012000000;1347500000;1057100000;1017400000;1554200000;1813000000;2487400000;1658500000;2585100000;1860700000;2114100000;5630200000
sll0622;sll0622;quinolinate synthetase;1;35.421;318;3219200;100050000;86686000;135300000;25694000;0;0;0;0;0;0;0;0;0;0;0;0;8971900;85825000;81728000;30163000;11197000;5415300;476860;0;0;0;0;0;0;0;120980;0;11848000;137950000;211660000;50519000;8816400;3567700;0;0;0;0;0;0;0;0;0;0;4559300;265320000;226960000;88160000;0;6967300;0;0;0;0;0;0;0;0;749680
sll0623;sll0623;unknown protein;1;24.343;229;992120;99515000;33069000;19777000;10245000;0;0;4132100;0;0;0;0;0;0;0;0;0;10100000;24343000;73761000;19961000;5677300;0;1310300;0;1153500;1690000;0;0;0;0;0;0;10751000;56251000;38550000;18775000;0;0;0;0;0;0;0;0;0;0;0;0;3283900;75205000;36988000;33431000;0;7606500;0;0;0;0;0;0;673870;0;2774900
sll0625;sll0625;unknown protein;1;25.632;225;832920;7624100;1149900;19620000;385300000;163270000;66558000;49994000;14132000;3762500;465610;3402100;401360;0;0;0;0;0;531370;22328000;146260000;196780000;52882000;12045000;4152300;1487600;0;0;0;0;0;0;0;0;0;3533500;347680000;419880000;126990000;5883200;0;0;0;0;0;0;0;0;0;0;0;0;464380000;612940000;128590000;24090000;3935600;708650;0;0;0;0;0;0
sll0626;sll0626;putative neutral invertase;1;56.707;489;0;0;0;0;6866400;114740000;126790000;51371000;19124000;0;0;0;0;0;0;0;0;0;0;0;8630800;103290000;107180000;19835000;1869500;4155800;0;0;0;0;0;0;0;0;0;0;11549000;68740000;111850000;12700000;3813300;0;0;0;0;0;0;0;0;0;0;0;0;59289000;176080000;55317000;5237000;4301900;533550;121350;0;0;0;0
sll0629;sll0629;alternative photosystem I reaction center subunit X;1;13.718;128;950130;2835000;101100000;513070000;545140000;345490000;997690000;407630000;209440000;158240000;17349000;30248000;12231000;3556000;0;6368000;0;0;106350000;657700000;315410000;334650000;998480000;206090000;74808000;57022000;10386000;907090;2421800;370140;0;1331400;0;0;63109000;842970000;915020000;712830000;644280000;335510000;101200000;40261000;26293000;902990;2241300;639880;203710;1988300;0;0;245600000;1237200000;1698400000;1082000000;702090000;452200000;177890000;99019000;79574000;6399300;0;0;992380;1916100
sll0630;sll0630;unknown protein;1;16.468;145;3057900;701090000;197330000;136180000;67464000;1693500;7533900;13378000;14367000;0;0;4466300;0;882870;591880;187940000;0;41250000;150790000;137920000;22356000;4781100;4329200;6478600;5463700;4409900;0;4007200;2181200;1358200;0;27870000;548700;46476000;331740000;242020000;59448000;21604000;8028900;0;9561400;6740700;9608100;0;0;0;0;459240;338870;22753000;746400000;278220000;72284000;24526000;0;37662000;17078000;0;6355400;450870;1348000;0;0;618140
sll0631;sll0631;L-aspartate oxidase;1;60.498;553;0;0;9180500;127990000;141110000;27931000;0;0;0;0;0;0;827970;0;0;0;0;0;4873900;170320000;110680000;18879000;0;904280;0;0;3079300;745130;241950;0;0;0;0;5642000;1567200;66079000;150710000;68036000;101010000;2745900;1656400;9863600;1488800;2091300;1422700;571100;332010;305160;0;0;0;97860000;157040000;130670000;29728000;5331100;0;0;1225300;3459700;0;773520;999870;383990
sll0634;sll0634;photosystem I biogenesis protein BtpA;1;30.042;287;0;0;0;0;0;1300500;82098000;538750000;228700000;24388000;5554300;1141800;0;0;0;0;0;0;0;4006800;0;0;69446000;152910000;55040000;13030000;0;0;0;0;0;0;0;0;0;0;0;0;10788000;289560000;79202000;35360000;7579500;0;475700;154050;0;385230;0;0;0;0;0;0;44565000;287710000;242450000;83162000;20908000;2920800;0;0;0;2589200
sll0635;sll0635;probable thiamine-phosphate pyrophosphorylase;1;37.883;343;2866900;20273000;42456000;164820000;156430000;60116000;0;8106000;703470;0;0;0;0;0;0;3709000;228590;2040100;40656000;303040000;169880000;40167000;12877000;1796800;305320;234950;0;0;0;0;0;0;1994000;5105400;47143000;263020000;166470000;25438000;2268900;0;5281700;0;0;0;0;0;0;0;778680;2186400;53117000;328660000;253320000;73931000;7668500;0;0;0;550160;0;0;0;0;0
sll0638;sll0638;periplasmic protein, function unknown;1;49.429;449;2130500;60823000;77383000;167600000;189870000;1790900000;946430000;250310000;71879000;22938000;2040800;3644300;847530;0;301300;651570;0;3533400;89075000;218770000;146410000;2403200000;1109300000;198280000;32385000;10601000;1712200;833070;0;0;0;0;0;3133900;24248000;112910000;38439000;12284000;1904700;0;0;0;793610;0;0;0;0;0;0;0;102550000;148710000;82791000;11472000;2018800;0;0;6496600;0;0;0;0;0;0
sll0639;sll0639;hypothetical protein;1;45.927;417;0;1670100;0;0;0;14142000;29051000;17605000;83524000;118270000;158050000;326960000;283200000;49004000;2060800;6217100;0;0;0;0;0;10667000;27574000;8512300;11614000;28812000;47812000;53806000;23123000;2803800;0;484320;0;0;0;0;0;13290000;24125000;6143600;11095000;17360000;30792000;42635000;9547600;1080300;0;0;0;0;0;0;0;7903700;21275000;18369000;13443000;18156000;58830000;58145000;92333000;22453000;1826300;71981
sll0640;sll0640;probable sodium/sulfate symporter;1;66.7;612;0;3766300;0;31173000;173960000;100270000;15343000;2133200;6163700;6204300;5598800;8692000;12183000;7703600;584310;12984000;0;0;2100600;34538000;96502000;95784000;20328000;2559300;891720;1843800;894720;1348400;543980;191750;0;2175400;0;0;0;27199000;142710000;113340000;34714000;8399800;856130;0;1483100;2997200;372100;0;0;678510;0;0;0;26976000;147090000;185930000;48086000;23871000;1474200;4835300;5676400;2957000;4066000;1853300;0;1037800
sll0641;sll0641;unknown protein;1;58.509;509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2184300;0;0;42622000;61486000;6834200;0;0;0;0;0;0;0;0;0;0;0;0;0;74462000;90317000;17356000;0;0;0;0;0;0;0;0;0;0
sll0643;sll0643;urease accessory protein G;1;22.012;206;4986800;192030000;94823000;39770000;39976000;4022900;2100000;11855000;18614000;12577000;1636300;1919200;589130;0;0;3312900;666110;17461000;89627000;142720000;13638000;4667400;7297400;5567400;3155700;5888500;246410;0;0;0;0;315880;384090;22308000;106010000;82258000;32295000;7807000;11672000;19333000;10187000;2795800;0;0;0;0;0;0;656650;11196000;288810000;130920000;41702000;28243000;0;1789800;0;0;3581500;1720200;0;0;0;0
sll0644;sll0644;probable esterase;1;36.408;331;0;3288800;1383200;53965000;97896000;12032000;0;0;0;0;0;0;0;0;0;0;0;0;0;58111000;60165000;10664000;1510800;746610;0;0;0;0;0;0;0;0;0;0;0;90509000;140810000;21943000;3614500;0;0;0;0;0;0;0;0;0;0;0;0;76970000;192840000;79079000;0;0;0;0;0;0;1840500;0;0;891770
sll0645;sll0645;unknown protein;1;27.096;255;27001000;2486400000;753120000;347860000;166480000;27370000;7157400;2794000;7010000;1769800;0;932250;747900;0;0;0;2801100;271830000;497720000;388040000;117360000;22268000;2160400;4580400;1428300;665430;0;0;0;0;0;0;7625300;651860000;1172000000;532260000;199790000;38979000;39873000;0;0;0;833450;0;0;225190;0;0;18207000;243700000;1983300000;752090000;312440000;60577000;1192800;0;0;0;0;0;0;0;0;0
sll0646;sll0646;guanylyl cyclase;1;82.313;756;0;0;0;0;5532300;1889500;0;0;0;0;0;0;0;0;0;0;0;0;0;3237700;4629300;6089700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5359700;2274900;0;932510;0;0;0;0;0;0;0;0;0;873460;0;0;19785000;14362000;0;0;0;0;0;0;0;0;0;0
sll0647;sll0647;unknown protein;1;28.73;256;0;0;2382000;27937000;49723000;7622600;0;916270;0;566140;0;0;0;0;0;0;0;0;994260;45617000;28763000;4344600;2219600;1793200;0;0;0;0;0;0;0;0;0;0;0;26962000;40380000;10519000;0;0;0;0;0;0;0;0;0;0;0;0;0;30849000;77154000;23485000;0;0;0;0;0;0;0;0;0;0
sll0649;sll0649;two-component response regulator OmpR subfamily;1;28.428;245;1324900;223960000;118100000;68575000;26642000;0;0;0;1913800;0;0;0;0;0;342430;0;0;11586000;71645000;101150000;15900000;1545000;1000700;0;608980;0;0;0;0;0;0;0;0;22104000;220620000;99712000;35422000;23894000;0;1556100;0;0;0;0;0;0;0;0;0;11755000;398980000;129580000;36137000;41620000;6259500;0;0;0;0;0;0;0;0;0
sll0654;sll0654;alkaline phosphatase;1;149.39;1409;740150;6466000;0;0;0;14965000;66192000;1006400000;774810000;473170000;141090000;168090000;133030000;98647000;5201300;492130000;0;0;0;0;0;12758000;75803000;456620000;258560000;134650000;32655000;23509000;8613400;4117300;395580;44425000;0;1245700;0;0;2532900;5158000;22978000;527970000;649820000;233840000;142070000;11456000;4816700;1509600;1270500;21747000;0;0;0;14457000;9239800;10608000;12612000;336520000;1030100000;574690000;282630000;78994000;49175000;2980700;4495500;42056000
sll0656;sll0656;unknown protein;1;196.53;1879;0;0;0;0;0;0;0;5475500;3423200;0;0;0;0;0;0;1619400;0;0;0;0;0;0;0;1844900;0;686650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990970;0;0;0;0;0;0;0;0;0;0;0;0;0;7475000;3210800;2744700;0;0;0;0;0
sll0657;sll0657;phospho-N-acetylmuramoyl-pentapeptide-transferase;1;38.575;365;0;0;0;0;2775600;0;0;0;0;0;0;0;0;2732900;0;0;0;0;0;2369100;18330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57543000;30442000;0;0;0;0;0;0;0;0;0;0;0;0;0;5676700;12725000;55392000;0;0;0;0;0;0;0;0;0;0
sll0659;sll0659;hypothetical protein;1;58.441;522;0;3177300;14831000;152510000;139230000;27487000;0;0;0;767250;0;759800;1844100;0;415430;0;174090;371430;13195000;205520000;105340000;21377000;0;172410000;0;787630;0;0;257430;0;0;0;0;0;13058000;232570000;215750000;58296000;2509600;2919200;0;401200;384350;0;379730;0;0;648050;0;8312200;46111000;283070000;366140000;132980000;4211200;3492100;0;0;0;1108200;0;938500;0;25680000
sll0660;sll0660;pyridoxal phosphate biosynthetic protein PdxA;1;37.224;349;0;3971200;763440;98278000;210750000;20825000;594730;34034000;0;0;0;0;0;0;0;0;0;0;0;127290000;73511000;55794000;29376000;0;0;0;0;0;0;0;0;0;0;2113300;1025600;131490000;120350000;44067000;12913000;22973000;0;0;0;0;0;0;0;0;0;0;9521900;125320000;261050000;66028000;0;840200;11285000;4032600;1767500;0;0;0;0;0
sll0661;sll0661;hypothetical protein YCF35;1;14.443;128;46054000;2011900000;445710000;78248000;32886000;10046000;1212000;0;2973200;1020900;0;1289700;0;0;0;0;4733200;222490000;345920000;85192000;28290000;10941000;0;0;0;0;470920;0;0;0;0;0;16550000;410590000;576870000;43710000;29523000;5826700;3489600;0;0;0;2328200;0;0;0;1142500;0;17830000;218110000;787930000;53163000;0;13700000;0;1933900;0;0;0;0;0;0;0;0
sll0662;sll0662;4Fe-4S type iron-sulfur protein;1;15.129;133;0;0;0;0;0;0;53823000;75745000;39142000;15194000;3298000;0;0;0;0;0;0;0;1265400;0;805500;0;45259000;32234000;2948400;1030600;0;0;0;0;0;0;0;0;0;0;0;0;24928000;95173000;7155100;0;1914600;0;0;0;0;0;0;0;0;0;0;0;30750000;84875000;24269000;6382200;3634400;660190;0;0;0;929430
sll0670;sll0670;hypothetical protein;1;19.168;169;0;2698600;2243300;0;0;0;0;0;0;0;1213300;0;0;0;0;0;0;0;2178300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1796500;3173300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18553000;0;0;0;0;0;0;0;0;0;0;0;0;0
sll0671;sll0671;probable cation transporter;1;44.18;380;0;0;0;0;0;0;12794000;3569100;2288900;0;0;0;0;0;0;0;0;0;0;0;0;0;17570000;2648500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5276100;13109000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6007100;20888000;0;0;0;0;0;0;0;0
sll0672;sll0672;cation-transporting p-type ATPase PacL;1;102.48;945;562420;184800000;79226000;526780000;1968500000;688480000;176120000;94031000;55053000;45723000;16778000;21545000;12862000;8037600;1035100;31810000;205390;8799900;48171000;573340000;1262600000;658730000;171550000;37652000;15265000;11060000;0;3065100;630940;0;0;2338200;0;9169300;37456000;176160000;1381300000;814940000;330560000;71450000;15602000;3058500;1873700;0;859350;0;0;366880;0;4251900;80444000;153070000;1873900000;1773900000;368630000;137510000;51827000;17846000;10548000;1681900;404810;0;215440;1670900
sll0676;sll0676;hypothetical protein;1;20.745;180;0;3302600;12414000;144560000;98523000;11842000;0;0;692700;0;0;0;0;0;0;0;0;0;14759000;216580000;60571000;9758400;3168800;0;815630;0;0;0;0;0;0;0;86154;0;4191200;155670000;84975000;12233000;10619000;0;0;0;0;0;0;0;0;0;0;0;8652900;252080000;163690000;51731000;0;0;0;0;0;0;0;0;0;0
sll0679;sll0679;periplasmic phosphate-binding protein of ABC transporter;1;36.778;336;263430;0;19264000;95023000;70929000;4686800;0;3439500;0;0;0;0;1310400;0;0;0;0;0;28917000;133810000;40169000;4326500;1492300;0;0;0;0;0;0;0;0;0;0;0;0;180980000;66361000;17572000;8382500;0;0;0;0;0;0;0;0;0;0;466310;0;302980000;174780000;48074000;2103300;0;0;0;0;0;0;0;0;0
sll0680;sll0680;phosphate-binding periplasmic protein precursor (PBP);1;40.023;383;0;414120000;1502700000;5602300000;2585200000;458420000;184830000;170410000;116030000;98787000;27819000;56991000;39822000;10165000;989610;18424000;0;28601000;1187900000;5281300000;1697400000;387510000;140470000;87249000;29216000;27300000;8902400;10625000;3101200;154050;0;1929700;2047300;42908000;652390000;6095900000;2472100000;695210000;322270000;39376000;22198000;29407000;12017000;899490;0;0;0;0;3077700;69433000;1115600000;7298700000;4172100000;1217900000;139710000;60178000;46687000;62069000;33919000;4877000;5127600;0;0;376820
sll0682;sll0682;phosphate transport system permease protein PstA homolog;1;30.171;287;0;0;10474000;2712400;12923000;31169000;4866500;0;0;0;0;0;0;0;0;0;0;1087600;4773200;0;7142600;38180000;0;0;0;0;0;0;0;0;0;0;0;0;17239000;0;0;6597900;0;0;0;0;0;0;0;0;0;0;0;0;83490000;9487400;3182000;11292000;0;0;0;0;0;0;0;0;0;0
sll0684;sll0684;"phosphate transport ATP-binding protein PstB homolog;phosphate transport ATP-binding protein PstB homolog";2;29.244;"266;269";0;4314800;2552800;3980100;0;0;0;0;0;0;0;0;758120;515330;440900;2646800;0;0;1614000;3742500;2067500;0;0;0;0;0;0;0;0;0;0;490080;0;0;2216900;9936700;8167900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8778000;0;0;0;0;0;0;0;0;0;0;0;0
sll0685;sll0685;hypothetical protein;1;17.187;162;92735000;1877500000;212000000;97702000;5779600;0;0;0;0;0;0;0;0;2504800;464350;0;343180;202670000;131790000;82105000;7885900;0;0;0;836610;0;0;0;0;0;0;415290;39623000;376820000;225410000;37019000;16807000;0;0;0;0;0;0;0;0;0;0;0;30355000;250930000;435700000;39350000;7431400;0;0;0;0;0;672810;0;0;0;0;0
sll0689;sll0689;Na+/H+ antiporter;1;47.871;461;831200;22254000;81659000;964660000;1267000000;325200000;80676000;66453000;50842000;37287000;4810100;6128500;0;1428900;448710;0;0;3905800;73888000;1265400000;767480000;289690000;57943000;27672000;19682000;13358000;0;618590;0;141060;0;0;571100;8546300;0;913950000;1257500000;442220000;167340000;79505000;16614000;12891000;8457600;2410900;0;0;0;0;0;5356600;6105300;1599400000;2454400000;1038400000;133140000;59370000;18234000;33269000;16923000;2840400;2813200;0;0;0
sll0691;sll0691;hypothetical protein;1;22.401;200;0;0;37348000;97145000;27242000;0;0;0;0;664480;0;0;0;0;0;0;0;0;61794000;157960000;11185000;0;0;0;0;0;0;0;0;0;0;0;0;0;36690000;205240000;29661000;0;0;0;0;0;0;0;0;0;0;0;0;0;80560000;73021000;64051000;0;0;0;0;0;0;0;0;0;0;0
sll0698;sll0698;drug sensory protein A, low temperature sensor, two-component sensor histidine kinase;1;74.535;663;6885400;76792000;9691800;139600000;305050000;68554000;16742000;10619000;6212300;8455300;0;2972300;57756000;18924000;0;49936000;0;8340800;72379000;215320000;222470000;73471000;11123000;161700000;12149000;1899700;974600;24522000;0;0;0;969070;2084100;0;0;159450000;300850000;110260000;71935000;18963000;3503400;1139700;1019500;0;0;394040;0;1707400;0;2683100;14069000;183820000;424340000;253170000;60197000;25906000;174390000;4110700;2632800;385850;0;1955500;0;2337800
sll0702;sll0702;unknown protein;1;13.705;130;2708300;95893000;5764400;0;0;0;0;0;3182300;0;0;0;0;0;0;0;0;8997200;3326500;0;0;0;0;0;0;0;0;0;0;0;0;0;745260;7646000;4236700;0;0;0;0;0;0;0;0;0;0;0;0;0;2953100;7548300;9293200;0;0;0;0;0;0;0;0;0;0;0;0;0
sll0703;sll0703;unknown protein;1;44.755;399;468930;0;0;11388000;29507000;8968400;18305000;22305000;15251000;0;0;0;0;395170;0;3354500;0;0;10999000;12569000;22752000;7413500;26754000;7918800;910250;0;0;0;0;0;0;718280;0;0;2455500;8398400;17321000;18415000;9785500;14776000;16436000;4865700;0;0;0;0;0;0;570760;0;14788000;15153000;18477000;58144000;18175000;11594000;30751000;20814000;5045300;0;0;0;0;0
sll0708;sll0708;dimethyladenosine transferase;1;31.648;284;0;0;0;0;4617000;11594000;0;1926200;7085000;6875600;4370800;12719000;14106000;10955000;0;2346600;0;0;0;1919500;12915000;12788000;8919900;0;0;864020;834050;581820;1507400;0;0;0;0;0;0;0;0;0;0;0;0;0;9911100;0;1986100;451160;0;325280;0;0;0;0;9201300;0;0;0;2651000;0;0;0;6860200;0;0;0
sll0709;sll0709;putative endonuclease;1;54.094;462;0;0;9465300;42110000;33322000;17800000;5371200;7109300;6914700;4501700;9678800;19113000;15953000;13571000;1171800;29959000;0;3710400;2922300;53082000;30050000;9936700;3333400;3327400;1085300;2165800;4399600;3158900;741200;849050;296940;1616400;0;0;0;19536000;14967000;22008000;48418000;10522000;2245000;1475000;4446100;9091600;13660000;2977600;3519200;2991200;5199700;0;0;28253000;26285000;18029000;31369000;16346000;0;0;4353800;10778000;32040000;14678000;4206900;19063000
sll0710;sll0710;unknown protein;1;86.462;726;0;0;0;0;0;0;0;0;0;0;1241800;842050;3170700;1773000;0;1030100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374180;379430;1510500;218150;0;282770;0;0;0;0;0;0;0;0;0;0;0;0;1454100;1266300;945050;447070;1480400
sll0711;sll0711;isopentenyl monophosphate kinase;1;34.08;315;0;175210000;225710000;161240000;72553000;0;1627100;0;0;0;273870;0;0;0;0;0;0;14827000;168370000;202680000;63174000;3761400;1359300;1036400;0;0;0;0;0;0;0;0;0;6784000;315670000;442490000;120490000;33815000;22282000;0;0;0;0;0;0;0;0;0;0;2533900;905260000;475510000;133860000;39917000;4239000;0;0;2415100;0;0;0;0;268370;0
sll0712;sll0712;cysteine synthase;1;34.734;325;528180;9805100;30112000;1221000000;2438300000;912170000;146520000;170620000;74863000;58289000;14496000;10440000;5264700;0;0;1219800;0;5066000;22893000;1422300000;1585200000;860130000;142420000;75564000;30479000;15376000;0;0;576340;0;0;0;599510;9634600;8057600;1016100000;2636100000;965110000;473730000;58915000;32551000;10994000;5316700;0;128040;0;403360;0;0;720770;24448000;1405900000;4292900000;1898100000;309030000;71901000;15262000;43772000;18808000;0;0;0;344440;0
sll0716;sll0716;leader peptidase I (signal peptidase I);1;22.229;196;0;4990300;9404200;27232000;8518900;0;0;0;0;0;0;0;0;0;0;0;0;0;2599600;58972000;8580000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24544000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14990000;44464000;11814000;0;0;0;0;0;0;0;0;0;0;0
sll0723;sll0723;unknown protein;1;192.16;1771;0;0;0;0;0;3023900;1029500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1663900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2555900;3161000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10694000;17280000;2619100;1405100;0;0;0;0;0;0;0;0
sll0726;sll0726;phosphoglucomutase;1;61.124;567;7409900;50710000;473350000;5174400000;7717200000;4606200000;2009800000;1421700000;496020000;141810000;17554000;56446000;17146000;18493000;3331700;10576000;223900;5556500;518840000;6774000000;4262700000;4355900000;1893900000;1112100000;196890000;37196000;17799000;13434000;2460400;4288000;1351200;1590600;3372900;11494000;310620000;7466800000;9440700000;5208400000;2306900000;690690000;544260000;137800000;36346000;2010700;390880;343260;766020;0;4977500;34903000;1165200000;12361000000;14105000000;7364100000;627710000;1240500000;45331000;492770000;115220000;6876300;11793000;0;486880;612770
sll0728;sll0728;acetyl-CoA carboxylase alpha subunit;1;36.042;326;897630;37545000;26050000;44440000;22088000;15045000;0;94628000;39068000;59816000;13224000;18553000;10610000;1754900;261040;24908000;0;2493100;8953500;74431000;11840000;15768000;205130000;21611000;11130000;412550;1008500;1012000;0;0;0;1208100;633650;6891200;56802000;154390000;34730000;39278000;174030000;197780000;1817800;3531100;128810;0;0;0;0;0;2106300;2986900;65208000;209470000;89830000;38944000;272050000;283610000;0;5416800;3003100;781620;400860;0;182290;1983300
sll0729;sll0729;probable DNA methyltransferase;1;32.862;285;0;0;31844000;20198000;14544000;0;0;0;0;0;0;0;0;439260;0;0;0;0;3465500;38324000;5815600;1103300;0;0;0;0;0;400650;0;0;0;0;0;0;1538900;26712000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5558400;24059000;0;0;0;0;0;0;0;0;0;0;0;0
